name,location,date,description,phone,category,image
용설애(愛) FESTA,경기도 안성시,2024. 7. 20. ~ 10. 20. | 11:30~16:30,"용설호수를 바라보고 펼쳐지는 ""용설애(愛) FESTA""는 7월부터 10월까지 가족과 어린이를 중심으로 모두가 즐겁게 즐길 수 있도록 다채로운 실내 공연과 풍성한 야외 프로그램, 신나는 에어바운스와 아기자기한 아트마켓&예술체험 그리고 다양한 먹거리로 어린이들의 마음에 재미와 활기를 불어 넣어주는 축제이다.",031-676-9512,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1724374968529.jpg
한강페스티벌,서울시 성동구,2024. 10. 11. ~ 10. 20.,"가을 한강에는 몸과 마음의 건강을 위한 다채로운 프로그램들이 기다리고 있다. 맑은 하늘, 선선한 바람, 강변을 수놓은 꽃과 함께 한강 가을 정취를 만끽하며 이색 운동을 즐길 수 있다.
퇴근 후 한강으로 발걸음을 이끄는 달밤 한강에서의 댄스 음악 줄넘기, 어릴 적 신나게 방방이 타던 기억을 떠올리며 일주일 동안 쌓였던 스트레스를 날려버릴 점핑 피트니스, 한강 위에서 맞이하는 신선한 일요일 아침 패들보드 요가, 별이 빛나는 밤에 헤드폰에서 들려오는 익숙한 가요를 들으며 1990년~2000년대로 돌아가 두둠칫 몸을 움직이게 되는 한강 춤 파티가 준비되어 있다.
겸재 정선의 한강 그림 속을 떠다니는 선상 뱃놀이와 노을 지는 강변을 무대로 열리는 화려한 오케스트라와 우아한 발레 공연, 산만함 속에서 극한의 집중력을 겨루는 대회, 서울에서 아프리카의 다양한 매력까지 만날 수 있다.",02-120,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728002622678.jpg
서귀포칠십리축제,제주도 서귀포시,2024. 10. 18. ~ 10. 20. | 11:00~21:00,"서귀포칠십리축제는 서귀포의 아름다운 자연과 어우러진 여유로움을 즐기며, 색다른 문화를 만끽하고, 다양한 사람들과 함께 어울리는 지역 대표축제이다.",064-760-3942,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728349954328.jpg
광주김치축제,광주시 남구,2024. 10. 18. ~ 10. 20. | 10:00~20:00,"*하기 대표 먹거리 정보는 전년도(2023년) 축제 내용으로, 2024년도 먹거리 정보는 업데이트 중에 있습니다.*

광주는 예로부터 영산강을 중심으로 펼쳐진 평야와 산, 들, 바다가 한데 어우러져 오랫동안 자연의 혜택을 받으며 맛의 고장으로 자리 잡았다. 그중에서도 광주 김치는 가장 풍요로운 맛과 정취를 담고 있어 ‘전라도 김치’, ‘광주김치’라는 고유명사로 알려질 정도다. 광주 김치는 갖은 채소를 비롯해 멸치액젓과 찹쌀풀죽, 통깨 등 양념을 듬뿍 넣는 것이 특징이다. 신선한 재료를 골라 정성스럽게 손질하고 가장 기본적인 방법으로 담그는 것, 그리고 거기에 손맛을 더하는 것. 이것이 바로 광주김치의 특별 레시피다.  광주세계김치축제는 김치에 담긴 우리 고유의 음식문화와 전통을 만나는 시민 체험의 장이며, 대한민국 김치 대표 축제 로 모두가 함께 즐기는 축제의 장으로 김치관련 생산자와 소비자간의 거래와 홍보도 함께 이루어지는 알짜베기 축제라고 할 수 있다.",062-613-3955~6,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727397864283.jpg
강릉누들축제,강원도 강릉시,2024. 10. 18. ~ 10. 20. | 12:00-21:00,"장칼국수, 막국수, 짬뽕, 감자옹심이 칼국수 등 그 어느 지역보다 면 요리가 많은 사랑을 받고 있는 면의 도시 강릉에서 펼쳐지는 누들 축제. 각종 강릉 누들을 맛볼 수 있는 판매존은 물론, 관련한 볼거리와 즐길 거리가 가득하며, 강릉 대표 맛집부터 골목골목에 숨어있는 다양한 면 요리 맛집을 소개한다.",033-650-2145,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727658348167.jpg
라라라 페스티벌,부산시 금정구,"18일(금)14~20시/ 19일(토), 20일(일) 11:00 ~ 20:00","라라라 페스티벌은 ""달콤한 빵을 먹어라! 향긋한 커피를 마셔라! 즐거운 문화를 즐겨라!""라는 슬로건을 내걸고 개최되는 축제이다. 이 행사는 아름다운 가을날 부산대 지하철역 아래 온천천 일원에서 열리며, 참가자들은 금정의 커피, 빵, 그리고 다양한 문화 행사를 즐길 수 있다. 축제는 커피와 빵을 중심으로 한 다채로운 체험과 문화적 즐거움을 제공하며, 지역 주민들과 방문객들이 함께 어우러져 특별한 가을의 추억을 만들 수 있는 기회를 제공한다.",051-519-4422,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728265502154.jpg
UN평화축제,부산시 남구,2024. 10. 19. ~ 10. 20. | 11:00~20:30,"세계유일의 UN기념공원과 유엔평화문화특구가 위치한 곳으로, 유엔참전군인과 국군의 희생에 감사하며, 현재와 미래의 평화와 희망을 콘텐츠로 승화시킨 특별하고 차별화된 지역축제이다. 글로벌한 작은 지구촌 축제로 발전하기 위해, 특별한 팀으로 구성된 평화퍼레이드, 감동적이고 드라마틱한 개막식, 다양한 장르의 유명공연팀이 출연하는 평화콘서트와 피스풀뮤직페스티벌, 외국인이 직접 운영하는 세계문화체험, 그 외 다양한 버스킹공연과 체험프로그램으로 남녀노소 모두 즐길 수 있는 축제와 볼거리가 있는 문화관광도시 부산 남구의 대표 지역축제이다.",051-607-4064,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728521028931.jpg
파주개성인삼축제,경기도 파주시,2024. 10. 19. ~ 10. 20. | 09:00~17:00,"파주개성인삼축제는 ""즐겁게, 맛있게, 함께 하삼(蔘)""이라는 3가지 주제로 거리를 조성해 다양한 볼거리와 먹거리, 놀거리를 마련한다. 즐겁게(볼거리)부문은 총 20여개팀이 참가하는 장단삼백요리 전국 경연대회, 버스킹·무대공연, 전시관 등 다양한 볼거리를 제공하며 정보제공 및 소통을 위한 홍보관도 함께 진행한다. 맛있게(먹거리)부문은 파주개성인삼축제 본연의 목적을 위해 축제 기간동안 축제에 오는 모든 이들이 좋은 싱삼을 구입할 수 있도록 직거래 판매점을 운영한다. 함께(놀거리)부문은 다양한 연령층이 참여 가능한 유·무료 체험프로그램 운영, 인삼경매전 등을 운영한다.",031-940-5282,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727397828335.jpg
여주오곡나루축제,경기도 여주시,2024. 10. 18. ~ 10. 20. | 10:00~21:00,"여주오곡나루축제는 여주가 자랑하는 우수한 농특산물을 홍보하고, 조선시대 나루터를 이용해 여주의 농특산물을 왕에게 진상했던 역사적 배경을 바탕으로 옛 나루터의 정취를 재현해 여주의 맛과 멋을 즐길 수 있도록 한 축제이다.",031-881-9692,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1726712145034.jpg
대전사이언스페스티벌,대전시 서구,2024. 10. 18. ~ 10. 20. | 10:00~22:00 (전시장은 17시30분까지),"대전사이언스페스티벌은 올해로 제27회째를 맞는 대한민국 대표 과학축제이다. 미래과학기술의 현재와 미래를 체험할 수 있는 과학과 문화가 융합된 축제로서, 과학수도 대전과 대덕연구개발특구의 우수한 과학문화를 향유할 수 있다. 신기술이 어우러진 개막행사를 비롯해, AI·로봇·드론·메타버스 등 과학기술 전시체험과 과학 경진대회, 과학자 버스킹 강연 등을 진행한다.",042-250-1273,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1695616058942.jpg
정관생태하천학습문화축제,부산시 기장군,2024. 10. 18. ~ 10. 20. | 10:00~20:00,"부산 기장군의 젊은 도시, 정관을 가로지르는 생태하천 좌광천에서 펼쳐지는 학습?문화 페스티벌. 생태하천의 가치를 알리는 생태 환경 프로그램, 200여 개의 부스에서 경험하는 학습 체험 프로그램, 모든 연령대가 함께 즐길 수 있는 문화, 공연 프로그램을 제공한다. 이번 축제는 10주년 부산시 최우수축제 선정을 기념하고자 방문객과 지역 주민을 위한 더욱 풍성해진 이벤트와 행사가 준비되어 있다.",051-727-6444,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1726709552633.png
이천쌀문화축제,경기도 이천시,2024. 10. 16. ~ 10. 20. | 09:00~18:00,이천쌀문화축제는 우리나라 주식이며 전국 최고의 미질을 자랑하는 이천의 대표적인 특산물인 쌀을 주제로 열리는 종합 문화관광축제이다. 어린세대가 전통 농경문화를 체험할 수 있고 어른들에게는 옛 향수를 자아내는 축제의 한마당으로 다양하고 재미있는 각종 행사가 열린다.,031-644-4135~7,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1697501835265.png
아트밸리 아산 재즈페스티벌 with 자라섬,충청남도 아산시,"2024. 10. 18. ~ 10. 20. | 금 17:30 ~ 22:00 | 토, 일 15:30 ~ 22:00","아트밸리 아산 제2회 재즈페스티벌 with 자라섬은 매년 10월 신정호 야외음악당에서 개최되는 음악 축제이다. 아산 내 지역 밴드부터 국내외 유명 아티스트들을 신정호 야외음악당에서 만날 수 있으며 국제 재즈페스티벌 3개 축제 중 하나로 손꼽히는 자라섬 재즈 페스티벌과 연계하여 전문적이고 수준 높은 라인업을 계획하여 대중에게 친근하고 다가가는 재즈로 즐거움과 음악적 경험을 시민들에게 제공할 예정이다. 재즈 공연뿐만 아니라 체험 프로그램 및 푸드존이 운영되며, 편리한 교통 서비스를 위해 셔틀버스도 무료로 운영된다.",1422-42,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727314045133.png
보은대추 축제,충청북도 보은군,2024. 10. 11. ~ 10. 20. | 10:00~20:00,"2017년도에 이어 3회 연속 충북 농특산물 판매 활성화 최우수축제로 선정된 보은대추축제는, 임금님께 진상하였던 명품 보은 대추와 보은의 청정한 자연에서 자란 우수한 품질의 농특산물을 온라인 장터 및 생대추 주문 콜센터를 통해 쉽게 받아볼 수 있으며, 대추 및 농특산물 판매, 개폐막식 등 공연 프로그램, 다양한 체험활동 등을 즐길 수 있다.",043-540-3392,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1725932343992.jpg
예산장터 삼국축제,충청남도 예산군,2024. 10. 17. ~ 10. 20. | 10:00~21:00,제8회 예산 장터 삼국 축제는 국화 국밥 국수를 콘텐츠로 하는 예산군 대표축제로 올해는 음식문화축제와 친환경을 중심으로 방문객들에게 예산군의 식도락 여행을 안내하는 가이드로서의 역할을 담당하고자 한다.,041-332-4317,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1696899592792.jpg
진주 남강유등축제,경상남도 진주시,2024. 10. 5. ~ 10. 20. | 13:00~23:00,"*하기 행사 내용은 전년도(2023년) 행사 내용으로, 2024년도 행사 내용은 업데이트 중에 있습니다.*

대한민국 명예문화관광축제 진주남강유등축제는 경상남도 진주시 진주성과 진주남강에서 10월 5일 부터 20일까지 16일간 개최된다. 진주성과 진주남강의 수많은 화려한 유등과 함께 사랑다리 건너기, 소망등달기, 유람선 타기 등 다양한 체험과 불거리, 먹거리를 즐길 수 있다.",055-761-9111,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728349903957.png
친환경에너지 페스티벌,충청북도 음성군,2024. 10. 18. ~ 10. 20. | 10:00~17:00,"충북 레이크파크 르네상스 달성을 목표로 수열 에너지, 그린 수소, 수상태양광 등 물 에너지를 주제로 행사 개최하며, 충북의 탄소중립 저변 확대와 물 에너지 산업 중심의 에너지 신산업 대전환을 목표로 그린 수소 산업과 이차전지 등 에너지 산업을 한눈에 볼 수 있는 다채로운 행사이다. 에너지 정책관, 에너지 산업관 외 다양한 에너지원을 보고, 듣고, 만들어 보는 에너지 체험(교육) 관 등을 운영한다.",043-883-4637,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1726709608291.jpg
인제가을꽃축제,강원도 인제군,2024. 9. 28. ~ 10. 20. | 09:00~17:00,"인제 가을꽃축제는 이야기가 있는 이색적인 꽃밭 공간을 연출해 특별함을 더했다. 프로그램으로는 국화정원 관람, 야생화 정원 관람, 대형 토피어리 및 조형물 관람, 수변 둘레길(폭포) 산책, 수상 조형물 관람, 트리 클라이밍 체험, 전망대 포토존, 상시 공연 관람, 이벤트 행사(영수증 이벤트, 방문 후기, 만족도조사), 농특산물 판매장, 음식점 등으로 구성되어 있다. 관람은 무료이며 일부 체험 프로그램은 유료로 운영하고 있다.",033-460-8900,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1724806865679.jpg
자라섬재즈페스티벌,경기도 가평군,2024. 10. 18. ~ 10. 20. | 12:40~20:00,"올해로 21회를 맞이한 자라섬 재즈 페스티벌은 60개국에서 약 1300팀의 아티스트가 다녀간, 온 세대가 함께 즐길 수 있는 축제다. 2016년과 2018년에 문화체육관광부가 선정한 대한민국 대표 축제로, 2023년에는 아시아 최초로 세계 최대 재즈 네트워크 중 하나인 유럽 재즈 연합(EJN)에 가입하고 국제 뮤직 페스티벌 포럼(FWMF)의 회원이 되었다. 매년 10월, 자라섬과 가평 곳곳에서 열리는 이 축제는 자연, 가족, 휴식, 그리고 음악이 어우러진 특별한 행사다. 일상을 떠나 그림 같은 풍경 속에서 휴식을 취하며 음악을 즐길 수 있다.",031-581-2813,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1726710686677.jpg
명량대첩축제,전라남도 해남군,"2024. 10. 18. ~ 10. 20, | 10:00~22:00","명량대첩축제는 삼도수군통제사로 재임명된 이순신 장군의 조선 수군과 전라도 어민이 1597년 9월 16일 울돌목에서 일본 수군을 물리친 세계사에서 유례없는 명량해전을 기념하는 호국 역사 문화축제이다.
전라남도, 진도군, 해남군이 함께 2008년부터 16회째 개최하는 이번 축제는 ICT 융복합 기술을 활용한 멀티미디어 해전과, 해군 군악의장대, 공군 에어쇼, 지역 공연 등 다양한 프로그램과 경관조명 등 볼거리로 관광객들의 이목을 끌 예정이다.",061-286-5265,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1726711912867.jpg
세계유산축전 제주,제주도 제주시,2024. 10. 11. ~ 10. 22. | 프로그램별 상이,"자연이 만들어 낸 경이롭고 신비로운 제주와의 의미 있는 만남이 어느덧 5번째이다.

2007년, 제주는 국내 최초로 유네스코 세계자연유산에 등재되었고, 2020년부터 매년 이 가치를 알리기 위한 축전을 개최해 왔다.

 세계유산축전은 국가유산청과 국가유산진흥원이 유네스코 세계유산으로 등재된 국내 세계유산의 가치와 의미를 내·외국인들에게 알리고자 추진하는 사업이다.

 올해 세계유산축전 제주의 주제는 ""발견의 기쁨""이다.

 자연이 선사한 경이로움을 탐구하고, 탐험하며, 그 안에 보석 같은 이야기와 사람들을 발견하고 만나는 이번 축전은 세계유산이 갖는 제주의 특별한 매력을 국내외로 널리 알리고, 참여 세대를 확장하며 세계자연유산의 탁월한 보편적 가치와 학술적, 문화적 의미를 전함으로써, 제주도 브랜드 가치를 보다 더 높이고자 한다.

 2024년 10월, 워킹투어, 체험, 공연, 전시, 포럼 등 세계유산의 가치를 확산하고, 향유하는 프로그램을 통해 제주의 숨은 매력을 발견하며, 자연이 주는 위로와 힘의 선물도 받아 가시길 바란다. 동시에 세계유산을 지키고 보호하는 소중한 마음과 수호 실천 약속에도 참여 바란다.",064-755-2210,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1725932412323.jpg
서울억새축제,서울시 마포구,2024. 10. 19. ~ 10. 25. | 09:00~21:00,"<서울억새축제>가 열리는 하늘공원은 과거 서울시 쓰레기 매립장이자 각종 쓰레기가 매립되어 만들어진 해발 98m의 인공 쓰레기 산으로, ’20년 FIFA 한·일 월드컵 개최에 맞춰 생태공원화하였다. 특히 하늘공원은 매립지의 척박한 환경이 자연으로 복원되는 변화를 표현하고자 억새를 심어 현재는 도심 속 광활한 억새밭에서 매년 10월 서울억새축제가 개최된다.",02-300-5581,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728350002563.png
서초책있는거리 10월 북캠프,서울시 서초구,2024. 10. 25. ~ 2024. 10. 26.,"국립중앙도서관을 중심으로 한 반포 대로 일대에 책문화 축제가 화려하게 펼쳐진다. 올 한 해 5월, 6월, 9월, 10월까지 네 차례에 걸쳐 북 콘서트, 북마켓, 서리풀 독서 골든벨, 거리로 나온 동네 서점 등 계절 테마별 풍성한 프로그램으로 가득 찬다. 차로 가득한 반포 대로 도심 속, 힐링과 휴식의 공간 ‘서초 책 있는 거리’에서 온 가족이 책으로 행복한 하루를 보낼 수 있다.",02-2155-8636~8,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728521255116.jpg
성동구 구립도서관 북 페스티벌,서울시 성동구,2024. 10. 26. ~ 12:00~16:00,"공동 독서문화공간을 서울숲에 조성하여 인공지능(AI)을 주제로 체험, 전시, 작가와의 만남을 운영하여 시민 독서진흥에 기여하고자 한다.",02-2204-6424,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728265998271.png
쿰다 패스티벌,제주도 제주시,2024. 10. 26. | 09:00-18:00,"제주시 애월읍 수산리 마을 지역 기반으로 열리는 쿰다 패스티벌 애월 수산봉은 수산봉, 수산저수지, 수산트레킹, 수산올레길의 아름다움을 널리 알리는 제주 도민과 관광객 모두 함께 할 수 있는 지역 기반 축제이다. 제주 관광 기업 드르쿰다에서 후원하고 주최하여 다양한 행사 프로그램과, 축하공연, 사은품 등을 기획했으며, 이번 행사를 통해 애월읍 수산리의 아름다운 자연 경관을 널리 알릴 수 있는 지역 대표 축제가 될 수 있도록 준비했다. 메인 행사인 러닝&트레킹과 상금이 걸린 가요제, 수산봉과 수산저수지를 배경으로 하는 가을 운동회와 직접 참여 할 수 있는 체험 부스 등 적극적인 참가를 도모하는 프로그램들로 구성했다.",064-792-5688,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727658493846.jpg
쿰다 패스티벌,제주도 제주시,2024. 10. 26. | 09:00-18:00,"제주시 애월읍 수산리 마을 지역 기반으로 열리는 쿰다 패스티벌 애월 수산봉은 수산봉, 수산저수지, 수산트레킹, 수산올레길의 아름다움을 널리 알리는 제주 도민과 관광객 모두 함께 할 수 있는 지역 기반 축제이다. 제주 관광 기업 드르쿰다에서 후원하고 주최하여 다양한 행사 프로그램과, 축하공연, 사은품 등을 기획했으며, 이번 행사를 통해 애월읍 수산리의 아름다운 자연 경관을 널리 알릴 수 있는 지역 대표 축제가 될 수 있도록 준비했다. 메인 행사인 러닝&트레킹과 상금이 걸린 가요제, 수산봉과 수산저수지를 배경으로 하는 가을 운동회와 직접 참여 할 수 있는 체험 부스 등 적극적인 참가를 도모하는 프로그램들로 구성했다.",064-792-5688,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727658615720.jpg
전주페스타,전라북도 전주시,2024. 10. 3. ~ 10. 26. | 10:00~21:00,"전주페스타는 맛, 멋, 열정을 담은 전주의 다양한 축제들을 모아, 10월 한 달간 선보이는 전주 통합축제로, 2024년에는 ""10월, 더 맛있는 전주!""라는 슬로건 하에 문화도시 전주의 모든 것을 담아 전주종합경기장에서 10월 한 달간 개최된다. 전주를 대표하는 주요 축제들과 함께 전주페스타의 시작과 끝을 알리는 오프닝·클로징 무대, 전주 맛 콘텐츠, 전통놀이, 초대형 드론쇼, 레트로클럽, 술BOX 등  전주의 맛과 멋 그리고 열정을 보여주는 다채로운 콘텐츠를 10월 한 달간 매주 만나볼 수 있다.",063-281-2960,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727658806641.jpg
예술힐링놀이터,서울시 양천구,2024. 10. 26. | 12:00~18:00,"서울시 주요 정책사업인 탄생응원서울 프로젝트의 문화예술 프로젝트 일환으로 추진되는 <예술힐링놀이터>는 엄마아빠와 아이, 온가족의 힐링을 위한 문화예술 프로그램을 운영하여, 일상 속 예술적 휴식시간을 제공한다. 5월부터 10월까지 매달 마지막주 토요일,  온가족이 즐길 수 있는 공연, 야외 예술놀이터, 전시, 워크숍 등 다양한 볼거리와 재미를 선사할 예정이다.",02-2697-0014,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1725495474493.jpg
정동문화축제,서울시 중구,2024. 10. 24. ~ 10. 26. | 12:00~17:00,"경향신문이 주최하는 제26회 정동문화축제가 10월24~26일 서울 중구 정동길과 온라인에서 열린다.
경향신문~프란치스코 교육회관~서울시립미술관~덕수궁 대한문으로 이어지는 정동길은 대한제국 시절 외교·문화 ·교육의 중심지였다. 역사와 전통이 살아 숨쉬는 정동길은 걷는 것만으로도 소확행(小確幸)을 느낄 수 있는 곳이다. 사흘간의 축제 기간 동안 정동로터리 무대에서는 유명가수의 다양한 공연이 펼쳐집니다. 거리에서 만나는 예술, 추억의 오락실, 풍금 연주하기, 캐리커처 등 시민참여 행사도 진행한다.",02-3701-1603,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728266198368.jpg
제주마 축제,제주도 제주시,2024. 10. 26. ~ 10. 27. | 09:30~17:00,"올해로 19회를 맞이하는 제주마 축제는 제주특별자치도의 대표 제주마 축제로 매년 수만 명의 도민과 관광객이 찾아와 즐기는 축제이다. 올해는 제주마축제를 비롯한 레클리스 제막식, 슈퍼콘서트, 드론 라이트쇼, 도지사배 대상경주 등 제주말에 대해 알 수 있는 공연 및 체험 프로그램을 비롯하여 어린이부터 청장년층까지 온 가족이 즐길 수 있는 체험 프로그램이 준비되어 방문객에게 풍성한 즐길 거리를 선보일 예정이다.",1566-3333,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728521506063.png
익산천만송이국화축제,전라북도 익산시,2024. 10. 18. ~ 10. 27. | 09:00~21:00,"익산천만송이국화축제는 2023.10.20~10.29 동안 열리는 도시와 농업이 상생하는 축제이며,  전국 최고 규모의 국화정원과 국화분재, 문화공연, 음악분수 등 다양한 볼거리와 즐길거리가 풍성한 축제이다.","063-859-4977,4334",음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728351401182.jpg
보령김축제,충청남도 보령시,10월 26일 10:00~20:35 / 10월 27일 10:00~16:00,"시민이 즐거운 보령 김 축제는 10월에 대천해수욕장 머드광장 일원에서 열린다. 보령시 대표 특산품인 조미김 산업의 활성화를 통해 지역 경제를 도모하고, 보령시 대표축제를 새롭게 발굴해 사계절 관광도시로의 발전을 모색하고자 추진하게 됐다. 대표 행사로는 전국 아줌마 댄스 경영 대회 및 주부가요열창, 연예인 축하공연과 화려한 불꽃놀이 등과 더불어 지역민과 관광객이 함께하는 초대형 김밥 만들기 등이 열리고, 손 김 뜨기, 김 채취 등 체험행사와 수산물 소비촉진 행사 연계 추진 등 풍성한 프로그램으로 구성할 계획이다.
이와 함께 시민과 관객이 함께 먹고 즐길 수 있는 김, 각설이 관련 체험행사와 먹거리 장터 운영과 깜짝 세일 및 경품 행사 운영으로 다채롭고 풍성한 김 축제 이벤트 등이 마련된다.",041-930-6761,불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728350891144.jpg
김천김밥축제,경상북도 김천시,2024. 10. 26. ~ 10. 27. | 10:00~17:00,"2024 김천김밥축제에서는 김밥과 김천을 잇는 이야기에 유쾌한 긍정적 사고로의 전환과 김밥에 대한 추억, 공감, 희망 등 따뜻한 정서를 모두 느낄 수 있다.",054-420-6637,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728350583176.png
전국돌문화축제,전라북도 익산시,2024.10.26~2024.10.27,"익산 석재와 문화?예술이 결합된 체험형 축제로 석재의 아름다움과 그 역사적 가치를 경험할 수 있으며, 인터렉션 미디어아트와 애니메이션 콘텐츠 전시를 통해 평소 접하기 어려운 익산 석재의 매력을 느낄 수 있다. 또한 채석장 투어를 통해 석재가 채굴되는 공간을 방문하고, 채석에 사용되는 중장비들도 실제로 만나 볼 수 있으며 축제 현장에는 다양한 석재 관련 체험 프로그램과 먹거리, 개막 공연 등 풍성한 이벤트도 준비되어 있다.",0507-1384-1892,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728521368227.jpg
